utc_time,bar_time,symbol,interval,model,threshold_long,threshold_short,allow_shorts,use_trend_filter,sma_len,close,proba_up,side,signal,atr_period,atr,sl_price,r_dist,partial_pct,partial_tp,final_tp,trail_k,trail_sl,qty_suggest,test_total_pct,test_maxdd_pct,trades_test,env_version,atr_pct,vol_rel_20,dist_hh_50,dist_ll_50
2026-03-24 15:25,2026-03-24T15:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,70220.75,0.47517978997428323,0,0,14,1200.6371428571438,,,0.5,,,2.5,,,77.93781319984365,-30.41741659244571,287,SAFE_v2,0.016872888833603748,1.495172718790926,0.06804920952413201,0.05336184649968655
2026-03-24 20:00,2026-03-24T23:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,69360.5,0.5042487346292289,1,1,14,1288.8607142857145,67427.20892857143,1933.291071428568,0.5,71293.79107142857,73227.08214285714,2.5,66138.34821428571,0.005172526862502237,74.98477037435872,-29.585556807808334,290,SAFE_v2,0.01857754852032666,0.0015390197404266265,0.09545870387344105,0.029068140846584874
2026-03-25 00:00,2026-03-25T03:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,70572.42,0.5387757953348453,1,1,14,1340.9835714285707,68560.94464285714,2011.4753571428591,0.5,72583.89535714286,74595.37071428572,2.5,67219.96107142857,0.004971475272858528,97.00477312641121,-25.750583067752686,280,SAFE_v2,0.019005747309591835,8.109115254518547e-05,0.07714727182690122,0.045298011217638476
2026-03-25 04:00,2026-03-25T07:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,70716.7,0.5313754931879583,1,1,14,1337.537857142856,68710.39321428571,2006.3067857142887,0.5,72723.00678571429,74729.31357142857,2.5,67372.85535714286,0.004984282598854782,92.79641015243637,-26.23715984383842,282,SAFE_v2,0.018914031015910753,1.1927235136102578e-05,0.07471078260156375,0.047457531247922964
2026-03-25 08:00,2026-03-25T11:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,70938.88,0.5283052775494469,1,1,14,1302.0685714285707,68985.77714285714,1953.1028571428615,0.5,72891.98285714287,74845.08571428573,2.5,67683.70857142858,0.005120058046829502,85.13707936390091,-28.94849032705903,283,SAFE_v2,0.018357900015178598,0.0003007703061798748,0.07152605612991851,0.050280232261732095
2026-03-25 12:00,2026-03-25T15:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,71715.7,0.5107289160934357,1,1,14,1308.2221428571418,69753.36678571429,1962.3332142857107,0.5,73678.03321428571,75640.36642857142,2.5,68445.14464285714,0.005095974489551715,86.31208487710576,-29.226879352078072,280,SAFE_v2,0.018251129206476344,0.0003067802701072632,0.04485234651111757,0.0602451458217103
2026-03-25 16:00,2026-03-25T19:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,70845.05,0.4632246064529643,0,0,14,1309.673571428571,,,0.5,,,2.5,,,89.46902781186677,-29.64546084061971,281,SAFE_v2,0.018489598863870787,0.00019168885116299425,0.05733133671189084,0.04902136702121429
2026-03-25 20:00,2026-03-25T23:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,70897.15,0.5050822720522522,1,1,14,1130.3128571428565,69201.68071428571,1695.46928571428,0.5,72592.61928571427,74288.08857142855,2.5,68071.36785714285,0.005898072046635233,89.22790090479494,-29.830909332907794,280,SAFE_v2,0.01594610716038594,0.0015975891052637903,0.056580738117336854,0.049696465924065826
2026-03-26 00:00,2026-03-26T03:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,71332.02,0.5158770726681156,1,1,14,1044.7864285714281,69764.84035714286,1567.1796428571397,0.5,72899.19964285714,74466.37928571428,2.5,68720.05392857143,0.006380889418502724,89.74349091660012,-29.16488487701009,278,SAFE_v2,0.014645882391131558,0.00013424156264527478,0.04855114203059781,0.05573399771477524
2026-03-26 04:00,2026-03-26T07:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,70916.99,0.49809012584993295,0,0,14,1019.7800000000009,,,0.5,,,2.5,,,89.74349091660012,-29.16488487701009,278,SAFE_v2,0.014379002578485766,5.366960598185821e-05,0.05467357064087926,0.050207786161228715
2026-03-26 08:00,2026-03-26T11:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,70092.31,0.49636480386552634,0,0,14,1057.1271428571438,,,0.5,,,2.5,,,89.74349091660012,-29.16488487701009,278,SAFE_v2,0.01508297553537615,0.0002811827449226909,0.06541685642962554,0.038905401595492696
2026-03-26 12:00,2026-03-26T15:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,69280.59,0.4699361974087504,0,0,14,1066.4114285714293,,,0.5,,,2.5,,,82.66484980910131,-31.76826004232145,284,SAFE_v2,0.015393661219395132,0.00046523596145991796,0.07521059599131083,0.02764809924821004
2026-03-26 16:00,2026-03-26T19:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,69065.04,0.476698896687831,0,0,14,1063.847857142858,,,0.5,,,2.5,,,81.19306882885877,-32.3180219544984,285,SAFE_v2,0.01539964102620945,0.00031252335290829573,0.07525320398873006,0.024926378030717934
2026-03-26 20:00,2026-03-26T23:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,68534.66,0.47933077488276477,0,0,14,1098.8835714285722,,,0.5,,,2.5,,,78.97165837878053,-33.14779681445319,285,SAFE_v2,0.01603405315856998,0.0007643631545273595,0.06489343447578694,0.01712571621008786
2026-03-27 00:00,2026-03-27T03:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,68829.58,0.494496528028075,0,0,14,1053.980714285714,,,0.5,,,2.5,,,79.35164066833183,-33.14779681445326,285,SAFE_v2,0.015314966094830348,0.00030099815835279655,0.04658188839893338,0.021209581880697635
2026-03-27 04:00,2026-03-27T07:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,68767.51,0.47627239903709023,0,0,14,1023.182857142858,,,0.5,,,2.5,,,78.90330619752812,-33.147796814453244,285,SAFE_v2,0.014878870227275322,9.097508350683794e-05,0.04738545862719185,0.020458062244801234
2026-03-27 08:00,2026-03-27T11:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,68545.32,0.4588957626310467,0,0,14,959.9685714285723,,,0.5,,,2.5,,,76.04954630507225,-33.92372160208238,282,SAFE_v2,0.014005862979491425,0.00021557225777719976,0.05085476495058104,0.017213477349443607
2026-03-27 12:00,2026-03-27T15:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66707.24,0.4229756946626747,0,0,14,1082.1707142857153,,,0.5,,,2.5,,,74.58899823117167,-34.04590411397071,284,SAFE_v2,0.016223772296832535,0.0007556978421113382,0.07980641886290193,0.007058476423321374
2026-03-27 16:00,2026-03-27T19:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66105.79,0.45086757663321503,0,0,14,1110.8785714285727,,,0.5,,,2.5,,,74.15991521194516,-34.04590411397081,284,SAFE_v2,0.016802770951663725,0.00037250798069907436,0.08944210820231219,0.005787833585074857
2026-03-27 20:00,2026-03-27T23:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66058.03,0.47863798900925086,0,0,14,1076.2828571428586,,,0.5,,,2.5,,,74.3845773423159,-34.04590411397089,284,SAFE_v2,0.01629727590764324,0.0003243284048471425,0.09063249822155006,0.007456164126766805
2026-03-28 00:00,2026-03-28T03:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66407.27,0.4924549794231567,0,0,14,1017.0021428571438,,,0.5,,,2.5,,,71.27289545337989,-34.04590411397091,284,SAFE_v2,0.015314618259581537,0.00011231764621513754,0.08461135586339326,0.012935780534905192
2026-03-28 04:00,2026-03-28T07:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66236.19,0.48161889823403387,0,0,14,982.4707142857161,,,0.5,,,2.5,,,71.24284707345518,-34.045904113970835,284,SAFE_v2,0.014831985420980014,0.00013596712588172333,0.08735039251207724,0.01044308574879227
2026-03-28 08:00,2026-03-28T11:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66553.7,0.45382746472971386,0,0,14,947.8878571428587,,,0.5,,,2.5,,,71.03581606161562,-33.663859933534944,284,SAFE_v2,0.01424078697082545,0.0017602774086360748,0.08209868530567531,0.01522246801002616
2026-03-28 12:00,2026-03-28T15:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66329.78,0.43263888478465845,0,0,14,925.1192857142867,,,0.5,,,2.5,,,66.71862894264792,-33.4268669892388,286,SAFE_v2,0.013949437257479389,0.00021530165189961802,0.0860474307168015,0.01162886253463728
2026-03-28 16:00,2026-03-28T19:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,67030.23,0.45263776976891157,0,0,14,920.2335714285728,,,0.5,,,2.5,,,73.83633695754222,-33.21098715364427,285,SAFE_v2,0.013731773592303157,0.00044501674889808315,0.0747770906504238,0.021885577403595757
2026-03-28 20:00,2026-03-28T23:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66916.53,0.44819331906459914,0,0,14,880.3257142857162,,,0.5,,,2.5,,,70.92004934017095,-33.32019842694628,287,SAFE_v2,0.01315558122696333,2.453075137306083e-05,0.07635737781940831,0.020447417169930593
2026-03-29 00:00,2026-03-29T03:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66377.04,0.4388126362207231,0,0,14,843.2950000000013,,,0.5,,,2.5,,,77.34665144026613,-33.049827767177156,288,SAFE_v2,0.012704620860559766,1.6579197403693603e-07,0.08510564573317,0.012485945815894427
2026-03-29 04:00,2026-03-29T07:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66911.99,0.47542982113320376,0,0,14,831.8735714285732,,,0.5,,,2.5,,,70.81004727776327,-34.1087983880393,290,SAFE_v2,0.01243235251417643,4.368023033292579e-05,0.07643008727881391,0.020381247010999522
2026-03-29 08:00,2026-03-29T11:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66671.01,0.45711555556509315,0,0,14,784.5978571428599,,,0.5,,,2.5,,,72.00136503664156,-34.123907998066294,289,SAFE_v2,0.011768202923952841,4.576693021870447e-06,0.08032112912660672,0.016840155389899657
2026-03-29 12:00,2026-03-29T15:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66816.29,0.4871346493764157,0,0,14,779.0500000000019,,,0.5,,,2.5,,,69.58998908770366,-33.32019842694645,286,SAFE_v2,0.011659583562568911,4.619764668857061e-06,0.0779721648676041,0.018977859886841933
2026-03-29 16:00,2026-03-29T19:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66523.0,0.4727167569995666,0,0,14,771.155714285717,,,0.5,,,2.5,,,71.74833190707224,-32.58787429006048,286,SAFE_v2,0.01159231715776073,1.0884953117284415e-05,0.08272462155946059,0.014652826841844175
2026-03-29 20:00,2026-03-29T23:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66348.62,0.46300764738822525,0,0,14,635.7042857142889,,,0.5,,,2.5,,,71.74833190707224,-32.58787429006048,286,SAFE_v2,0.009581273668002273,2.7155032700801668e-05,0.08557028013544218,0.012063099428443205
2026-03-30 00:00,2026-03-30T03:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,66021.12,0.4746460654096488,0,0,14,689.3292857142889,,,0.5,,,2.5,,,70.6008736951575,-32.73326487069021,285,SAFE_v2,0.010442653750133334,7.870872654585482e-05,0.09112369724225979,0.015314585024025463
2026-03-30 04:00,2026-03-30T07:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,67173.8,0.5131627222936078,0,0,14,754.1621428571463,,,0.5,,,2.5,,,70.05773497678697,-32.65981214320446,287,SAFE_v2,0.011227028139797752,0.00024538274808310793,0.0722348594243588,0.032360831157385805
2026-03-30 08:00,2026-03-30T11:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,67614.12,0.5068349150662782,0,0,14,756.2171428571465,,,0.5,,,2.5,,,69.52663272710704,-32.65981214320428,287,SAFE_v2,0.011182609452848987,0.0017004200245805015,0.06509042077865689,0.038808335276665704
2026-03-30 12:00,2026-03-30T15:59:59Z,BTCUSDT,4h,LR,0.5,0.5,False,True,200,67700.5,0.4988169911521538,0,0,14,762.8971428571458,,,0.5,,,2.5,,,70.00448075073031,-32.65981214320429,287,SAFE_v2,0.01127204595798559,0.00021484038152081656,0.06420820192537136,0.03960449435546007
